GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
4850496,160,48,,,,,,Nazareth city,311,131,356,140,311,356
4853556,160,48,,,,,,Oilton CDP,353,152,310,124,353,310
4853718,160,48,,,,,,Old Escobares CDP,97,34,,,97,
4853824,160,48,,,,,,Old River-Winfree city,1245,457,1364,527,1245,1364
4853934,160,48,,,,,,Olivarez CDP,3827,895,2445,562,3827,2445
4856644,160,48,,,,,,Pena CDP,118,30,,,118,
4856672,160,48,,,,,,Penelope town,198,100,211,102,198,211
4856696,160,48,,,,,,Penitas city,4403,1210,1167,421,4403,1167
4856804,160,48,,,,,,Perezville CDP,5376,2689,,,5376,
4859636,160,48,,,,,,Progreso city,5507,1421,4851,1127,5507,4851
4859642,160,48,,,,,,Progreso Lakes city,240,100,234,88,240,234
4859696,160,48,,,,,,Prosper town,9423,3469,2097,717,9423,2097
4859726,160,48,,,,,,Providence CDP,4786,1621,,,4786,
4861724,160,48,,,,,,Ricardo CDP,1048,381,,,1048,
4861736,160,48,,,,,,Rice city,923,337,798,371,923,798
4864088,160,48,,,,,,Sadler city,343,168,404,177,343,404
4864172,160,48,,,,,,St. Hedwig town,2094,836,1875,687,2094,1875
4864184,160,48,,,,,,St. Jo city,1043,473,977,470,1043,977
4864220,160,48,,,,,,St. Paul town,1066,339,630,232,1066,630
4866284,160,48,,,,,,Scotland city,501,187,438,173,501,438
4866332,160,48,,,,,,Scottsville city,376,153,263,99,376,263
4866368,160,48,,,,,,Scurry town,681,272,,,681,
4869194,160,48,,,,,,South Point CDP,1376,348,1118,291,1376,1118
4869272,160,48,,,,,,Southside Place city,1715,663,1546,647,1715,1546
4869326,160,48,,,,,,South Toledo Bend CDP,524,714,576,723,524,576
4872188,160,48,,,,,,Tenaha town,1160,475,1046,489,1160,1046
4872248,160,48,,,,,,Terlingua CDP,58,56,,,58,
4874312,160,48,,,,,,Union Grove city,357,144,346,130,357,346
4874372,160,48,,,,,,Union Valley city,307,117,,,307,
4877620,160,48,,,,,,Westlake town,992,321,207,87,992,207
4880686,160,48,,,,,,Yznaga CDP,91,36,103,42,91,103
4822588,160,48,,,,,,Edgecliff Village town,2776,1137,2550,1012,2776,2550
4845750,160,48,,,,,,McKinney Acres CDP,815,311,,,815,
4848324,160,48,,,,,,Milam CDP,1480,1169,1329,1010,1480,1329
4861700,160,48,,,,,,Rhome city,1522,588,551,248,1522,551
4869140,160,48,,,,,,South Padre Island town,2816,6718,2422,4685,2816,2422
4877490,160,48,,,,,,Western Lake CDP,1525,603,,,1525,
4803126,160,48,,,,,,Anacua CDP,12,6,,,12,
4803144,160,48,,,,,,Anahuac city,2243,869,2210,902,2243,2210
4803192,160,48,,,,,,Anderson city,222,124,257,119,222,257
4803216,160,48,,,,,,Andrews city,11088,4379,9652,4047,11088,9652
4806104,160,48,,,,,,Bayside town,325,253,360,266,325,360
4806140,160,48,,,,,,Bayview town,383,176,323,133,383,323
4806200,160,48,,,,,,Beach City city,2198,922,1645,714,2198,1645
4809656,160,48,,,,,,Box Canyon CDP,34,117,,,34,
4809748,160,48,,,,,,Boyd town,1207,521,1099,435,1207,1099
4809796,160,48,,,,,,Boys Ranch CDP,282,58,,,282,
4809868,160,48,,,,,,Brackettville city,1688,753,1876,766,1688,1876
4809916,160,48,,,,,,Brady city,5528,2623,5523,2603,5528,5523
4812045,160,48,,,,,,Cameron Park CDP,6963,1707,5961,1366,6963,5961
4812112,160,48,,,,,,Campbell city,638,292,734,308,638,734
4812226,160,48,,,,,,Campo Verde CDP,132,35,,,132,
4812334,160,48,,,,,,Camp Swift CDP,6383,1800,4731,1231,6383,4731
4812388,160,48,,,,,,Camp Wood city,706,365,822,352,706,822
4814986,160,48,,,,,,Circle D-KC Estates CDP,2393,1037,2010,847,2393,2010
4815004,160,48,,,,,,Cisco city,3899,1838,3851,1849,3899,3851
4815028,160,48,,,,,,Citrus City CDP,2321,579,941,222,2321,941
4815112,160,48,,,,,,Clarendon city,2026,934,1974,929,2026,1974
4815160,160,48,,,,,,Clarksville city,3285,1682,3883,1787,3285,3883
4817612,160,48,,,,,,Creedmoor city,202,86,211,89,202,211
4817648,160,48,,,,,,Cresson city,741,357,,,741,
4817744,160,48,,,,,,Crockett city,6950,3122,7141,3081,6950,7141
4817756,160,48,,,,,,Crosby CDP,2299,923,1714,743,2299,1714
4817768,160,48,,,,,,Crosbyton city,1741,742,1874,781,1741,1874
4820848,160,48,,,,,,Domino town,93,43,52,20,93,52
4820884,160,48,,,,,,Donna city,15798,5761,14768,5734,15798,14768
4820926,160,48,,,,,,Doolittle CDP,2769,679,2358,599,2769,2358
4820932,160,48,,,,,,Dorchester city,148,65,109,47,148,109
4821028,160,48,,,,,,Double Oak town,2867,978,2179,709,2867,2179
4824055,160,48,,,,,,El Socio CDP,130,35,,,130,
4824158,160,48,,,,,,Emerald Bay CDP,1047,613,,,1047,
4824168,160,48,,,,,,Emhouse town,133,64,159,59,133,159
4824216,160,48,,,,,,Emory city,1239,543,1021,481,1239,1021
4824223,160,48,,,,,,Encantada-Ranchito-El Calaboz CDP,2255,617,2100,567,2255,2100
4827102,160,48,,,,,,Four Corners CDP,12382,3332,2954,824,12382,2954
4827124,160,48,,,,,,Four Points CDP,18,5,,,18,
4830308,160,48,,,,,,Gorman city,1083,580,1236,569,1083,1236
4830380,160,48,,,,,,Graford city,584,247,578,238,584,578
4830392,160,48,,,,,,Graham city,8903,3890,8716,3904,8903,8716
4830416,160,48,,,,,,Granbury city,7978,4419,5718,2727,7978,5718
4833020,160,48,,,,,,Hebron town,415,147,874,335,415,874
4833044,160,48,,,,,,Hedley city,329,187,379,209,329,379
4833068,160,48,,,,,,Hedwig Village city,2557,1042,2334,1038,2557,2334
4833092,160,48,,,,,,Heidelberg CDP,1725,463,1586,423,1725,1586
4833146,160,48,,,,,,Helotes city,7341,2513,4285,1525,7341,4285
4835612,160,48,,,,,,Hutchins city,5338,1143,2805,1055,5338,2805
4835624,160,48,,,,,,Hutto city,14698,4917,1250,424,14698,1250
4835636,160,48,,,,,,Huxley city,385,291,298,230,385,298
4835684,160,48,,,,,,Iago CDP,161,72,,,161,
4835732,160,48,,,,,,Idalou city,2250,880,2157,851,2250,2157
4838848,160,48,,,,,,Kendleton city,380,199,466,209,380,466
4838860,160,48,,,,,,Kenedy city,3296,1476,3487,1550,3296,3487
4838872,160,48,,,,,,Kenefick town,563,243,667,255,563,667
4838884,160,48,,,,,,Kennard city,337,178,317,159,337,317
4838896,160,48,,,,,,Kennedale city,6763,2617,5850,2241,6763,5850
4840624,160,48,,,,,,Lake Kiowa CDP,1906,1219,1883,1064,1906,1883
4840674,160,48,,,,,,Lake Medina Shores CDP,1235,834,,,1235,
4840676,160,48,,,,,,Lake Meredith Estates CDP,437,409,,,437,
4840696,160,48,,,,,,Lakeport city,974,389,861,373,974,861
4842352,160,48,,,,,,Leonard city,1990,863,1846,751,1990,1846
4842388,160,48,,,,,,Leon Valley city,10151,4358,9239,3672,10151,9239
4842400,160,48,,,,,,Leroy city,337,140,335,134,337,335
4844142,160,48,,,,,,Los Lobos CDP,9,39,,,9,
4844145,160,48,,,,,,Los Minerales CDP,20,19,,,20,
4844146,160,48,,,,,,Los Nopalitos CDP,62,20,,,62,
4844166,160,48,,,,,,Lost Creek CDP,4509,1648,4729,1584,4509,4729
4847316,160,48,,,,,,Meadow town,593,236,658,236,593,658
4847330,160,48,,,,,,Meadowlakes city,1777,867,1293,599,1777,1293
4847337,160,48,,,,,,Meadows Place city,4660,1764,,,4660,
4847406,160,48,,,,,,Medina CDP,3935,1231,2960,999,3935,2960
4849411,160,48,,,,,,Morning Glory CDP,651,174,627,161,651,627
4849440,160,48,,,,,,Morse CDP,147,69,172,63,147,172
4849464,160,48,,,,,,Morton city,2006,845,2249,908,2006,2249
4849560,160,48,,,,,,Moulton town,886,474,944,451,886,944
4851840,160,48,,,,,,Normangee town,685,355,719,358,685,719
4851852,160,48,,,,,,Normanna CDP,113,61,121,76,113,121
4851900,160,48,,,,,,North Alamo CDP,3235,1039,2061,913,3235,2061
4851984,160,48,,,,,,North Cleveland city,247,94,263,109,247,263
4854804,160,48,,,,,,Palmview city,5460,1655,4107,1671,5460,4107
4854810,160,48,,,,,,Palmview South CDP,5575,2391,6219,2950,5575,6219
4854846,160,48,,,,,,Palo Blanco CDP,204,59,,,204,
4854868,160,48,,,,,,Paloma Creek CDP,2501,815,,,2501,
4854872,160,48,,,,,,Paloma Creek South CDP,2753,1011,,,2753,
4858568,160,48,,,,,,Point Comfort city,737,378,781,393,737,781
4858586,160,48,,,,,,Point Venture village,800,626,,,800,
4858664,160,48,,,,,,Ponder town,1395,481,507,205,1395,507
4858808,160,48,,,,,,Port Aransas city,3480,3817,3370,3794,3480,3370
4860544,160,48,,,,,,Rancho Viejo town,2437,1309,1754,1160,2437,1754
4860554,160,48,,,,,,Rancho Viejo CDP,228,55,,,228,
4860608,160,48,,,,,,Randolph AFB CDP,1241,334,,,1241,
4860632,160,48,,,,,,Ranger city,2468,1256,2584,1214,2468,2584
4863008,160,48,,,,,,Rollingwood city,1412,516,1403,498,1412,1403
4863020,160,48,,,,,,Roma city,9765,3438,9617,3141,9765,9617
4863026,160,48,,,,,,Roma Creek CDP,350,102,610,161,350,610
4863044,160,48,,,,,,Roman Forest town,1538,574,1279,432,1538,1279
4865532,160,48,,,,,,San Juan CDP,129,39,,,129,
4865552,160,48,,,,,,San Leanna village,497,212,384,153,497,384
4865564,160,48,,,,,,San Leon CDP,4970,2518,4365,2293,4970,4365
4867775,160,48,,,,,,Siesta Acres CDP,1885,615,,,1885,
4867778,160,48,,,,,,Siesta Shores CDP,1382,605,890,457,1382,890
4867832,160,48,,,,,,Silsbee city,6611,2790,6393,2662,6611,6393
4867904,160,48,,,,,,Silverton city,731,346,771,362,731,771
4870868,160,48,,,,,,Sullivan City city,4002,1163,3998,1136,4002,3998
4870904,160,48,,,,,,Sulphur Springs city,15449,6654,14551,6492,15449,14551
4871060,160,48,,,,,,Sundown city,1397,554,1505,575,1397,1505
4871156,160,48,,,,,,Sunnyvale town,5130,1713,2693,928,5130,2693
4871180,160,48,,,,,,Sunray city,1926,791,1950,772,1926,1950
4873196,160,48,,,,,,Toco city,75,37,89,35,75,89
4873224,160,48,,,,,,Todd Mission city,107,42,146,75,107,146
4873268,160,48,,,,,,Tolar city,681,267,504,217,681,504
4873328,160,48,,,,,,Tom Bean city,1045,415,941,380,1045,941
4876024,160,48,,,,,,Waelder city,1065,443,947,413,1065,947
4876096,160,48,,,,,,Wake Village city,5492,2315,5129,2198,5492,5129
4876228,160,48,,,,,,Waller city,2326,956,2092,842,2326,2092
4876240,160,48,,,,,,Wallis city,1252,561,1172,455,1252,1172
4876348,160,48,,,,,,Walnut Springs city,827,355,755,312,827,755
4879576,160,48,,,,,,Wilmer city,3682,1312,3393,1078,3682,3393
4879612,160,48,,,,,,Wilson city,489,197,532,194,489,532
4879624,160,48,,,,,,Wimberley city,2626,1482,3797,1928,2626,3797
4879672,160,48,,,,,,Windcrest city,5364,2505,5105,2297,5364,5105
4803096,160,48,,,,,,Amistad CDP,53,103,,,53,
4806060,160,48,,,,,,Bayou Vista city,1537,1036,1644,926,1537,1644
4809640,160,48,,,,,,Bowie city,5218,2489,5219,2476,5218,5219
4812040,160,48,,,,,,Cameron city,5552,2360,5634,2383,5552,5634
4814929,160,48,,,,,,Cinco Ranch CDP,18274,6390,11196,3594,18274,11196
4817564,160,48,,,,,,Crawford town,717,297,705,277,717,705
4820716,160,48,,,,,,Dodson town,109,50,115,65,109,115
4820734,160,48,,,,,,Doffing CDP,5091,1307,4256,1024,5091,4256
4824036,160,48,,,,,,Elsa city,5660,1880,5549,1754,5660,5549
4826736,160,48,,,,,,Fort Hood CDP,29589,6635,33711,5941,29589,33711
4826808,160,48,,,,,,Fort Stockton city,8283,3115,7846,3189,8283,7846
4830296,160,48,,,,,,Goree city,203,127,321,157,203,321
4833008,160,48,,,,,,Hebbronville CDP,4558,1954,4498,1853,4558,4498
4835576,160,48,,,,,,Hurst city,37337,15761,36273,14729,37337,36273
4838800,160,48,,,,,,Kempner city,1089,480,1004,373,1089,1004
4840588,160,48,,,,,,Lake Jackson city,26849,11149,26386,10475,26849,26386
4842340,160,48,,,,,,Leona city,175,96,181,91,175,181
4844123,160,48,,,,,,Los Huisaches CDP,17,8,,,17,
4844128,160,48,,,,,,Los Indios town,1083,357,1149,310,1083,1149
4847268,160,48,,,,,,Maypearl city,934,319,746,263,934,746
4849392,160,48,,,,,,Morgan's Point Resort city,4170,1736,2989,1194,4170,2989
4851792,160,48,,,,,,Nordheim city,307,170,323,170,307,323
4854798,160,48,,,,,,Palm Valley city,1304,709,1298,705,1304,1298
4858556,160,48,,,,,,Point Blank city,688,445,559,403,688,559
4860539,160,48,,,,,,Ranchos Penitas West CDP,573,223,520,152,573,520
4862870,160,48,,,,,,Rocky Mound town,75,40,93,62,75,93
4862924,160,48,,,,,,Rogers town,1218,485,1117,468,1218,1117
4865516,160,48,,,,,,San Juan city,33856,9740,26229,7719,33856,26229
4867772,160,48,,,,,,Sierra Blanca CDP,553,222,533,227,553,533
4870808,160,48,,,,,,Sugar Land city,78817,27727,63328,21090,78817,63328
4873148,160,48,,,,,,Tivoli CDP,479,242,,,479,
4879564,160,48,,,,,,Wills Point city,3524,1465,3496,1424,3524,3496
4801060,160,48,,,,,,Abram CDP,2067,563,,,2067,
4808164,160,48,,,,,,Bigfoot CDP,450,229,304,127,450,304
4810828,160,48,,,,,,Bruceville-Eddy city,1475,587,1490,587,1475,1490
4813312,160,48,,,,,,Castroville city,2680,1123,2664,1025,2680,2664
4816168,160,48,,,,,,Columbus city,3655,1707,3916,1750,3655,3916
4819288,160,48,,,,,,Darrouzett town,350,183,303,182,350,303
4822552,160,48,,,,,,Eden city,2766,581,2561,602,2766,2561
4825338,160,48,,,,,,Falconaire CDP,132,40,,,132,
4828080,160,48,,,,,,Ganado city,2003,765,1915,767,2003,1915
4831442,160,48,,,,,,Guadalupe-Guerra CDP,37,11,,,37,
4834130,160,48,,,,,,Hilltop CDP,287,105,300,101,287,300
4834133,160,48,,,,,,Hilltop CDP,77,20,,,77,
4837116,160,48,,,,,,Ivanhoe North city,538,393,,,538,
4839988,160,48,,,,,,La Blanca CDP,2488,692,2351,589,2488,2351
4841424,160,48,,,,,,La Paloma Ranchettes CDP,239,63,,,239,
4843252,160,48,,,,,,Lockney town,1842,776,2056,791,1842,2056
4848320,160,48,,,,,,Mila Doce CDP,6222,1483,4907,1147,6222,4907
4850448,160,48,,,,,,Navarro town,210,80,191,70,210,191
4853520,160,48,,,,,,Oglesby city,484,207,458,194,484,458
4856640,160,48,,,,,,Pelican Bay city,1547,644,1505,574,1547,1505
4859540,160,48,,,,,,Primera town,4070,1247,2723,780,4070,2723
4861616,160,48,,,,,,Retreat town,377,158,339,127,377,339
4864064,160,48,,,,,,Sachse city,20329,6972,9751,3350,20329,9751
4866248,160,48,,,,,,Scissors CDP,3186,802,2805,673,3186,2805
4869120,160,48,,,,,,South Mountain town,384,163,412,161,384,412
4872080,160,48,,,,,,Tehuacana town,283,151,307,147,283,307
4874240,160,48,,,,,,Uncertain city,94,146,150,137,94,150
4877422,160,48,,,,,,Westdale CDP,372,137,295,106,372,295
4880440,160,48,,,,,,Yantis town,388,177,321,165,388,321
4848318,160,48,,,,,,Mikes CDP,910,236,,,910,
4872176,160,48,,,,,,Temple city,66102,28422,54514,23511,66102,54514
4804000,160,48,,,,,,Arlington city,365438,144805,332969,130628,365438,332969
4804156,160,48,,,,,,Arp city,970,413,901,405,970,901
4807636,160,48,,,,,,Benjamin city,258,124,264,119,258,264
4810648,160,48,,,,,,Brookside Village city,1523,575,1960,708,1523,1960
4813024,160,48,,,,,,Carrollton city,119097,45508,109576,40458,119097,109576
4813108,160,48,,,,,,Carthage city,6779,2909,6664,2931,6779,6664
4815976,160,48,,,,,,College Station city,93857,37226,67890,26054,93857,67890
4815988,160,48,,,,,,Colleyville city,22807,8165,19636,6549,22807,19636
4818476,160,48,,,,,,Daisetta city,966,422,1034,413,966,1034
4818524,160,48,,,,,,Dalhart city,7930,3302,7237,3101,7930,7237
4822168,160,48,,,,,,East Mountain city,797,351,580,249,797,580
4825032,160,48,,,,,,Fabens CDP,8257,2464,8043,2279,8257,8043
4827000,160,48,,,,,,Fort Worth city,741206,291086,534694,211035,741206,534694
4827876,160,48,,,,,,Fulshear city,1134,424,716,260,1134,716
4827888,160,48,,,,,,Fulton town,1358,1018,1553,1008,1358,1553
4831100,160,48,,,,,,Grey Forest city,483,235,418,211,483,418
4831280,160,48,,,,,,Groesbeck city,4328,1473,4291,1457,4328,4291
4833848,160,48,,,,,,Highland Village city,15056,5084,12173,4009,15056,12173
4833968,160,48,,,,,,Hill Country Village city,985,366,1028,349,985,1028
4836128,160,48,,,,,,Iraan city,1229,526,1238,542,1229,1238
4839844,160,48,,,,,,Kosse town,464,250,497,269,464,497
4839868,160,48,,,,,,Kountze city,2123,875,2115,897,2123,2115
4839904,160,48,,,,,,Kress city,715,285,826,291,715,826
4841212,160,48,,,,,,Lancaster city,36361,13622,25894,9590,36361,25894
4843096,160,48,,,,,,Live Oak city,13131,5632,9156,3518,13131,9156
4845324,160,48,,,,,,Mabank town,3035,1301,2151,895,3035,2151
4845384,160,48,,,,,,McAllen city,129877,45862,106414,37922,129877,106414
4848096,160,48,,,,,,Midlothian city,18037,6435,7480,2792,18037,7480
4850256,160,48,,,,,,Nacogdoches city,32996,13635,29914,12329,32996,29914
4850316,160,48,,,,,,Naples city,1378,706,1410,732,1378,1410
4853217,160,48,,,,,,Oak Valley town,368,172,401,153,368,401
4856462,160,48,,,,,,Pecan Acres CDP,4099,1615,2289,920,4099,2289
4859168,160,48,,,,,,Powell town,136,62,105,38,136,105
4859192,160,48,,,,,,Poynor town,305,127,314,121,305,314
4861466,160,48,,,,,,Reid Hope King CDP,786,245,802,212,786,802
4863584,160,48,,,,,,Roxton city,650,332,694,326,650,694
4863668,160,48,,,,,,Royse City city,9349,3265,2957,1089,9349,2957
4868846,160,48,,,,,,South Alamo CDP,3361,785,3101,703,3361,3101
4871924,160,48,,,,,,Tatum city,1385,581,1175,523,1385,1175
4873904,160,48,,,,,,Tulsita CDP,14,18,20,15,14,20
4873964,160,48,,,,,,Turkey city,421,267,494,274,421,494
4877176,160,48,,,,,,Wells town,790,370,769,333,790,769
4877196,160,48,,,,,,Wells Branch CDP,12120,6225,11271,5625,12120,11271
4877272,160,48,,,,,,Weslaco city,35670,14394,26935,10230,35670,26935
4880188,160,48,,,,,,Woodson town,264,140,296,138,264,296
4880212,160,48,,,,,,Woodville town,2586,1220,2415,1264,2586,2415
4802188,160,48,,,,,,Alto town,1225,546,1190,534,1225,1190
4809004,160,48,,,,,,Blum town,444,168,399,177,444,399
4809160,160,48,,,,,,Boerne city,10471,4498,6178,2466,10471,6178
4811464,160,48,,,,,,Burnet city,5987,2277,4735,1813,5987,4735
4820140,160,48,,,,,,Devers city,447,167,416,165,447,416
4826160,160,48,,,,,,Floresville city,6448,2313,5868,2114,6448,5868
4829840,160,48,,,,,,Glenn Heights city,11278,3819,7224,2565,11278,7224
4832576,160,48,,,,,,Hart city,1114,402,1198,410,1114,1198
4838116,160,48,,,,,,Jourdanton city,3871,1546,3732,1353,3871,3732
4841764,160,48,,,,,,La Vernia city,1034,438,931,344,1034,931
4846740,160,48,,,,,,Marlin city,5967,2650,6628,2826,5967,6628
4851366,160,48,,,,,,New Territory CDP,15186,4666,13861,3805,15186,13861
4865084,160,48,,,,,,Sanderson CDP,837,542,861,635,837,861
4870076,160,48,,,,,,Star Harbor city,444,319,416,268,444,416
4870208,160,48,,,,,,Stephenville city,17123,7579,14921,6632,17123,14921
4875236,160,48,,,,,,Venus town,2960,678,910,344,2960,910
4875308,160,48,,,,,,Vernon city,11002,5120,11660,5166,11002,11660
4803768,160,48,,,,,,Argyle city,3282,1145,2365,818,3282,2365
4812982,160,48,,,,,,Carrizo Hill CDP,582,210,548,185,582,548
4822132,160,48,,,,,,Eastland city,3960,1831,3769,1737,3960,3769
4827804,160,48,,,,,,Fruitvale city,408,183,418,172,408,418
4831064,160,48,,,,,,Gregory city,1907,696,2318,743,1907,2318
4843066,160,48,,,,,,Little River-Academy city,1961,749,1645,618,1961,1645
4845288,160,48,,,,,,Lytle city,2492,964,2383,898,2492,2383
4847988,160,48,,,,,,Miami city,597,268,588,283,597,588
4850184,160,48,,,,,,Mustang town,21,8,47,23,21,47
4853212,160,48,,,,,,Oak Trail Shores CDP,2755,1217,2475,1156,2755,2475
4863524,160,48,,,,,,Round Top town,90,98,77,58,90,77
4868828,160,48,,,,,,Sour Lake city,1813,781,1667,752,1813,1667
4877164,160,48,,,,,,Wellman city,203,93,203,94,203,203
4880144,160,48,,,,,,Woodloch town,207,73,247,76,207,247
4880176,160,48,,,,,,Woodsboro town,1512,678,1685,705,1512,1685
4802284,160,48,,,,,,Alvord town,1334,549,1007,434,1334,1007
4805696,160,48,,,,,,Barrett CDP,3199,1219,2872,1034,3199,2872
4805708,160,48,,,,,,Barry city,242,96,209,86,242,209
4805720,160,48,,,,,,Barstow city,349,175,406,175,349,406
4805732,160,48,,,,,,Bartlett city,1623,639,1675,638,1623,1675
4805750,160,48,,,,,,Barton Creek CDP,3077,1392,1589,754,3077,1589
4809250,160,48,,,,,,Bolivar Peninsula CDP,2417,2706,3853,5425,2417,3853
4809328,160,48,,,,,,Bonham city,10127,3411,9990,3381,10127,9990
4809388,160,48,,,,,,Bonney village,310,130,384,136,310,384
4811626,160,48,,,,,,Butterfield CDP,114,51,61,21,114,61
4811644,160,48,,,,,,Byers city,496,236,517,229,496,517
4811656,160,48,,,,,,Bynum town,199,81,225,85,199,225
4811692,160,48,,,,,,Cactus city,3179,908,2538,820,3179,2538
4811716,160,48,,,,,,Caddo Mills city,1338,534,1149,494,1338,1149
4811836,160,48,,,,,,Caldwell city,4104,1646,3449,1485,4104,3449
4814776,160,48,,,,,,Chireno city,386,184,405,180,386,405
4814860,160,48,,,,,,Christine town,390,168,436,160,390,436
4814872,160,48,,,,,,Christoval CDP,504,256,422,218,504,422
4817336,160,48,,,,,,Cove city,510,197,323,146,510,323
4817372,160,48,,,,,,Covington city,269,123,282,122,269,282
4817408,160,48,,,,,,Coyanosa CDP,163,61,138,59,163,138
4817426,160,48,,,,,,Coyote Acres CDP,508,163,389,113,508,389
4820308,160,48,,,,,,Diboll city,4776,1554,5470,1582,4776,5470
4820332,160,48,,,,,,Dickens city,286,166,332,163,286,332
4820344,160,48,,,,,,Dickinson city,18680,7192,17093,6556,18680,17093
4820428,160,48,,,,,,Dilley city,3894,1101,3674,1158,3894,3674
4823164,160,48,,,,,,El Lago city,2706,1272,3075,1409,2706,3075
4823254,160,48,,,,,,Elm Creek CDP,2469,691,1928,519,2469,1928
4823272,160,48,,,,,,Elmendorf city,1488,561,664,266,1488,664
4826328,160,48,,,,,,Follett city,459,233,412,242,459,412
4826544,160,48,,,,,,Forest Hill city,12355,4156,12949,3876,12355,12949
4826604,160,48,,,,,,Forney city,14661,4985,5588,2001,14661,5588
4826640,160,48,,,,,,Forsan city,210,86,226,96,210,226
4829972,160,48,,,,,,Godley city,1009,376,879,313,1009,879
4830044,160,48,,,,,,Goldsmith city,257,123,253,113,257,253
4830056,160,48,,,,,,Goldthwaite city,1878,897,1802,883,1878,1802
4830080,160,48,,,,,,Goliad city,1908,858,1975,877,1908,1975
4830092,160,48,,,,,,Golinda city,559,244,423,185,559,423
4832720,160,48,,,,,,Haslet city,1517,553,1134,402,1517,1134
4832792,160,48,,,,,,Havana CDP,407,121,452,125,407,452
4832810,160,48,,,,,,Hawk Cove city,483,232,457,245,483,457
4832816,160,48,,,,,,Hawkins city,1278,580,1331,558,1278,1331
4832840,160,48,,,,,,Hawley city,634,272,646,264,634,646
4835253,160,48,,,,,,Hudson Bend CDP,2981,1601,2369,1225,2981,2369
4835254,160,48,,,,,,Hudson Oaks city,1662,617,1637,569,1662,1637
4835300,160,48,,,,,,Hughes Springs city,1760,751,1856,856,1760,1856
4835348,160,48,,,,,,Humble city,15133,6191,14579,5908,15133,14579
4838332,160,48,,,,,,Justin city,3246,1195,1891,681,3246,1891
4838452,160,48,,,,,,Karnes City city,3042,1123,3457,1180,3042,3457
4838476,160,48,,,,,,Katy city,14102,4972,11775,4072,14102,11775
4838488,160,48,,,,,,Kaufman city,6703,2574,6490,2310,6703,6490
4838518,160,48,,,,,,K-Bar Ranch CDP,358,129,350,116,358,350
4840450,160,48,,,,,,Lake Bridgeport city,340,216,372,223,340,372
4840456,160,48,,,,,,Lake Brownwood CDP,1532,973,1694,1043,1532,1694
4840472,160,48,,,,,,Lake City town,509,363,526,309,509,526
4841800,160,48,,,,,,Lavon city,2219,775,387,146,2219,387
4841848,160,48,,,,,,La Ward city,213,88,200,79,213,200
4841872,160,48,,,,,,Lawn town,314,172,353,162,314,353
4841980,160,48,,,,,,League City city,83560,32119,45444,17280,83560,45444
4842004,160,48,,,,,,Leakey city,425,237,387,211,425,387
4844104,160,48,,,,,,Los Ebanos CDP,335,149,403,168,335,403
4846824,160,48,,,,,,Mart city,2209,899,2273,934,2209,2273
4846848,160,48,,,,,,Martindale city,1116,462,953,363,1116,953
4846968,160,48,,,,,,Mason city,2114,1118,2134,1103,2114,2134
4847004,160,48,,,,,,Matador town,607,367,740,395,607,740
4849128,160,48,,,,,,Montgomery city,621,290,489,243,621,489
4849200,160,48,,,,,,Moody city,1371,616,1400,616,1371,1400
4849224,160,48,,,,,,Moore CDP,475,242,644,283,475,644
4849272,160,48,,,,,,Moore Station city,201,108,184,78,201,184
4849314,160,48,,,,,,Morales-Sanchez CDP,84,41,95,74,84,95
4851444,160,48,,,,,,Neylandville town,97,40,56,32,97,56
4851492,160,48,,,,,,Niederwald city,565,216,584,199,565,584
4851588,160,48,,,,,,Nixon city,2385,922,2186,803,2385,2186
4851648,160,48,,,,,,Nocona city,3033,1455,3198,1456,3033,3198
4854600,160,48,,,,,,Paducah town,1186,756,1498,820,1186,1498
4854636,160,48,,,,,,Paint Rock town,273,128,320,126,273,320
4854684,160,48,,,,,,Palacios city,4718,1987,5153,1976,4718,5153
4857968,160,48,,,,,,Plains town,1481,588,1450,569,1481,1450
4858016,160,48,,,,,,Plano city,259841,103672,222030,86078,259841,222030
4858088,160,48,,,,,,Pleak village,1044,398,947,325,1044,947
4860458,160,48,,,,,,Ranchette Estates CDP,152,42,133,33,152,133
4862600,160,48,,,,,,Robstown city,11487,4067,12727,4063,11487,12727
4862612,160,48,,,,,,Roby city,643,300,673,312,643,673
4862636,160,48,,,,,,Rochester town,324,181,378,191,324,378
4862672,160,48,,,,,,Rockdale city,5595,2589,5439,2379,5595,5439
4865342,160,48,,,,,,Sandy Hollow-Escondidas CDP,296,155,433,203,296,433
4865360,160,48,,,,,,San Elizario CDP,13603,3694,11046,2809,13603,11046
4865372,160,48,,,,,,San Felipe town,747,357,868,347,747,868
4867268,160,48,,,,,,Shavano Park city,3035,1152,1754,652,3035,1754
4867376,160,48,,,,,,Sheldon CDP,1990,593,1831,600,1990,1831
4867400,160,48,,,,,,Shenandoah city,2134,1059,1503,532,2134,1503
4867424,160,48,,,,,,Shepherd city,2319,898,2029,853,2319,2029
4867496,160,48,,,,,,Sherman city,38521,16404,35082,14926,38521,35082
4870340,160,48,,,,,,Stinnett city,1881,850,1936,870,1881,1936
4870376,160,48,,,,,,Stockdale city,1442,580,1398,556,1442,1398
4870460,160,48,,,,,,Stonewall CDP,505,249,469,203,505,469
